job_title,job_skills,cleaned_skills
Solution Architect,"Analyse business and technical requirements to determine best-fit solutions. | Initiate or review solution design documents, including component and deployment diagrams. | Ensure that solutions comply with technology standards, security policies, and regulatory requirements. | Define and maintain common architecture blueprints, integration patterns, and implementation strategies as standards. | Evaluate and recommend technologies, platforms, and tools that align with organisational objectives. | Lead proof-of-concepts and technical evaluations for new technologies. | Collaborate with cross-functional teams including backend engineering, cloud platform engineering, data engineering, information security, and product owners to ensure successful delivery. | Provide architectural guidance during design, development, and post-production phases. | Review code, configurations, and infrastructure to ensure alignment with technology standards. | Bachelor's or Master’s degree in Computer Science, Engineering, or a related field. | 10+ years of experience in software development, system design, or IT architecture. | 3+ years in a Solution Architect or similar architecture-focused role. | Strong understanding of software development methodologies. | Proven experience designing complex systems and integrations across various platforms. | Deep knowledge and hands-on experience of cloud platforms (AWS, Azure, GCP), microservices, and integration patterns. | Strong understanding of security principles, data governance, and compliance frameworks. | Ability to translate business requirements into technical requirements and designs. | Excellent communication and stakeholder management skills. | Experience with container orchestration (e.g., Kubernetes, Docker). | Knowledge of infrastructure as code (e.g., Terraform, CloudFormation). | Strategic thinking and problem-solving. | Ability to lead and influence without direct authority. | Strong documentation and presentation skills. | Adaptability and openness to learning new technologies. | Experience in Travel industry is a plus | Certifications such as TOGAF, AWS Certified Solutions Architect, Azure Solutions Architect Expert, or equivalent is a plus","aws, azure, docker, gcp, kubernetes, microservices, terraform"
AWS Cloud Engineer,"Advanced Deployments:Design, configure, and manage AWS resources like EC2, RDS, S3, EFS, ECS, and EKS. | Performance Oversight:Monitor and maintain AWS environments for high performance and availability. | Incident Resolution:Lead troubleshooting efforts to resolve complex issues and minimize downtime. | Disaster Recovery:Implement and ensure reliable disaster recovery plans. | Cloud Optimization:Analyze and optimize AWS costs, resources, and security. | Education:Bachelor’s Degree in IT, Computer Science, or related field. | Experience:2-5 years in IT support or cloud system administration with hands-on AWS expertise. | Technical Skills:Proficient in AWS services (EC2, RDS, CloudWatch, Lambda, ECS/EKS), Linux/Windows OS, and networking. Familiarity with containerization and DevOps tools is a plus. | Certifications:AWS Certified Solutions Architect (Professional) or AWS Certified DevOps Engineer. Preferred : Fortinet, CCNA, or related networking/security certifications. | Soft Skills:Leadership, problem-solving, teamwork, and a customer-centric mindset. | Willing to working onsite at Jakarta Office | Employment agreement status is Permanent Worker.","aws, fortinet, linux"
Head/VP of Engineering,"Oversee front-end and back-end development teams and their projects | Monitor reliability and performance of all internal systems to suggest improvements | Ensure compliance with relevant regulations | Manage software development projects by setting requirements, goals, and timelines | Design strategies for future development projects based on the company’s overall objectives and resources | Hire engineers and coordinate their training | Implement innovative technologies | Coordinate with stakeholders for new integrations and tools | Experience in develop data intensive applications is a must | Experience in SaaS development | Experience in open API development | Solid enterprise integration architecture knowledge | Experience in leading 5-10 people squad | Solid engineer hiring experience | Hands-on GCP tech experience: Cloud SQL Postgres, Cloud Run, Pub/sub, etc. | You have built a scalable architecture | Experience with incident management | Monitoring distributed system | Agile practices: scrum or kanban | Don't mind doing some coding works when required | Experience with CI/CD | Experience with automated testing | Hiring software engineers | Experience with team management | Fintech/financial institution/banking experience | Experience with Machine Learning will be a plus | Have experience with TDD | Have experience with refactoring large systems | Have experience with event driven architecture | Would be a plus if you have experienced with Kafka, Kubernetes, Grafana, Prometheus","agile, ci/cd, gcp, grafana, kafka, kanban, kubernetes, machine learning, prometheus, scrum, sql, tdd"
"Senior Software Engineer, Fullstack - Insurance","You will develop high-quality and scalable backend services within a microservices architecture | You will design, develop and maintain user-friendly frontend web applications using the React framework | You will write clean, efficient, and maintainable code to solve challenging problems in the InsurTech domain | You will collaborate with diverse teams to design, and ship new features | You will participate in code reviews to maintain code quality and share knowledge | Your comprehensive understanding to troubleshoot, debug complex issues, and provide quick resolutions | You will contribute to the architectural decisions and technical direction of the projects | You will participate in On-Call rotations to ensure the reliability of services | Years of relevant experience in software development | Proficiency in building frontend web applications using HTML, CSS and JavaScript. | Proficiency in at least one of the backend programming languages, e.g. JavaScript (Node), relational databases such as MySQL, PostgreSQL, or Oracle and code versioning systems like Git | Computer Science fundamentals in algorithms and data structures, and capability to recognise when to use them | Hands-on experience with cloud platforms, e.g., AWS | Experience with the clean architecture principles and ability to write extensible code for complex projects following SOLID principles | Expertise in writing clean, efficient, maintainable code and documentations | We have your back withTerm Life Insuranceand comprehensiveMedical Insurance. | WithGrabFlex,create a benefits package that suits your needs and aspirations. | Celebrate moments that matter in life with loved ones throughParentalandBirthday leave, and give back to your communities throughLove-all-Serve-all (LASA)volunteering leave | We have a confidentialGrabber Assistance Programmeto guide and uplift you and your loved ones through life's challenges. | Balancing personal commitments and life's demands are made easier with our FlexWork arrangements such as differentiated hours","aws, clean architecture, css, git, html, javascript, microservices, mysql, oracle, postgresql, react"
"Senior Software Engineer, Backend - Consumer Experience","Design and write with the cutting edge Go language to improve the availability, scalability, latency, and efficiency of Grab's range of services | Work with engineering team to explore and create new design / architectures geared towards scale and performance | Participate in code and design reviews to maintain our high development standards | Engage in service capacity and demand planning, software performance analysis, tuning and optimization | Collaborate with product and experience teams to define and prototype feature specifications | Own end-to-end delivery of product and tech initiatives | Work closely with infrastructure team in building and scaling back-end services as well as performing root cause analysis investigations | Design, build, analyze and fix large-scale systems | Pro-actively debug and solve production incidents during your oncall shift | Provide technical guidance, mentorship and knowledge sharing to peers. | A degree in Computer Science, Software Engineering, Information Technology or related fields | 5+ years of experience in software engineering in a distributed systems environment | Strong Computer Science fundamentals in algorithms and data structures | Familiarity with running large scale web services; understanding of systems internals and networking | Strong understanding of system performance and scaling | You can be a good coder in any language (C++, C, Java, Scala, Rust, Haskell, OCaml, Erlang, Python, Ruby, PHP, Node.JS, C# etc.), but willing to work on Golang | We have your back withTerm Life Insuranceand comprehensiveMedical Insurance. | WithGrabFlex,create a benefits package that suits your needs and aspirations. | Celebrate moments that matter in life with loved ones throughParentalandBirthday leave, and give back to your communities throughLove-all-Serve-all (LASA)volunteering leave | We have a confidentialGrabber Assistance Programmeto guide and uplift you and your loved ones through life's challenges. | Balancing personal commitments and life's demands are made easier with our FlexWork arrangements such as differentiated hours","c, c#, c++, go, golang, java, node.js, php, python, ruby"
Software Engineering Manager II,"Lead a platform-focused team of backend, full-stack, and QA engineers, promoting a culture of continuous improvement. | Participate in code and technical design reviews to maintain high development standards. | Champion engineering excellence (e.g., tools, best practices, industry trends) within and beyond your immediate team. | Build and deliver quarterly/half-yearly team roadmaps, partnering with other functions across product, design, analytics, and business. | Manage daily project execution, including engineering capacity allocation and task commitments across planning cycles and sprints. | Define strategy and targets to improve system capabilities and qualities (e.g., reliability, security, and extensibility). | Work with other engineering and cross-functional leaders to solve complex interdependent projects across Grab. | Collaborate with the Operations/Support team to ensure smooth system integrations with third-party vendors. | Analyze data and reports to quantitatively evaluate and enhance platform excellence (e.g., uptime, latency, and correctness). | Grow engineering talent through mentoring, career planning, and facilitation. | Bachelor's degree in Computer Science, Software Engineering, or a related field | 5+ years of backend development experience | 3+ years of engineering management experience, showcasing leadership, mentoring, and hands-on tech solutioning | Proficiency in backend programming languages such as Go, Python, and Java | In-depth knowledge of scalable backend architecture, distributed systems, and development best practices | Experience with database design in relational databases such as MySQL or PostgreSQL | Experience deploying code in AWS, Azure, or Google Cloud environments | Expertise in version control systems (e.g., Git) and CI/CD pipelines (e.g., GitLab, Jenkins) | Experience with Agile methodologies and leading Agile development teams | We have your back withTerm Life Insuranceand comprehensiveMedical Insurance. | WithGrabFlex,create a benefits package that suits your needs and aspirations. | Celebrate moments that matter in life with loved ones throughParentalandBirthday leave, and give back to your communities throughLove-all-Serve-all (LASA)volunteering leave | We have a confidentialGrabber Assistance Programmeto guide and uplift you and your loved ones through life's challenges. | Balancing personal commitments and life's demands are made easier with our FlexWork arrangements such as differentiated hours","agile, aws, azure, ci/cd, git, gitlab, go, google cloud, java, jenkins, mysql, postgresql, python, version control"
SAP ABAP Developer,"Planning, monitoring, and managing all development tasks. | Create development standards and checklists. | Supervising, problem solving, and coaching of team members. | Liaise with functional team and business users to define development requirements. | Developing technical specifications for SAP custom report / interface / enhancement / form to solve complex business problems based on end-user functional requirements. | Developing programs that conform to the functional and technical specification. | Planning and executing unit testing, string testing, and integration testing. | Support all levels of testing, problem solving and bug fixing. | Performance tuning of programs. | Experience:Analyst to Senior Analyst:2–5 years of relevant experience in SAP ABAP and SAP ABAP/4 programming using SAP development tools.Specialist / Team Lead / Consultant:6+ years of relevant experience in SAP ABAP and SAP ABAP/4 programming, with demonstrated leadership or specialized expertise.Managerial Roles:Minimum of 2 years of relevant experience in a managerial capacity, overseeing SAP-related projects or teams. | Analyst to Senior Analyst:2–5 years of relevant experience in SAP ABAP and SAP ABAP/4 programming using SAP development tools. | Specialist / Team Lead / Consultant:6+ years of relevant experience in SAP ABAP and SAP ABAP/4 programming, with demonstrated leadership or specialized expertise. | Managerial Roles:Minimum of 2 years of relevant experience in a managerial capacity, overseeing SAP-related projects or teams. | Technical Skills:Proficient in Dialog Programming, Smart Forms, SAP Script, User Exits, ABAP/4 Dictionary, Business Add-Ins (BADI), and Data Interfaces (RFC, ALE, ALV, IDOCS, BDC, BAPI, BDT, LSMW).Skilled in SQL Trace, SAP Runtime Analysis, Debugging, ABAP Query, and InfoSets.Experience in report development, performance tuning, and supporting both customized and standard SAP programming. | Proficient in Dialog Programming, Smart Forms, SAP Script, User Exits, ABAP/4 Dictionary, Business Add-Ins (BADI), and Data Interfaces (RFC, ALE, ALV, IDOCS, BDC, BAPI, BDT, LSMW). | Skilled in SQL Trace, SAP Runtime Analysis, Debugging, ABAP Query, and InfoSets. | Experience in report development, performance tuning, and supporting both customized and standard SAP programming. | Functional Knowledge:Solid understanding and ability to customize SAP business processes in Sales, Service, and Financials.Strong knowledge of SAP Tables, Fields, Domains, and Search Help creation. | Solid understanding and ability to customize SAP business processes in Sales, Service, and Financials. | Strong knowledge of SAP Tables, Fields, Domains, and Search Help creation. | Database Expertise:Familiarity with Oracle 9i / 10g. | Familiarity with Oracle 9i / 10g. | Education:Bachelor’s degree in Information Technology, Computer Science, Information Systems, or a related field. | Bachelor’s degree in Information Technology, Computer Science, Information Systems, or a related field. | Communication:Excellent English communication skills. | Excellent English communication skills.","oracle, sap, sap abap, sql"
Technical Presales Engineer (IoT & Telematics),"Know everything there is to know about Cartrack solutions and how they can solve real customer challenges across different industries. You will help customers develop their tech strategy and be their trusted IoT pro! | Translate customer business needs into technical requirement documents that can be understood and implemented by technical teams. | Develop compelling ROI evaluations based on customer use cases and requirements | Make things happen. You will organize, plan, create and deliver on demonstrations, convincing proof of concepts and implementations. This includes writing scripts that tackle our customer challenges and create a seamless experience when adopting our solutions. | Build a strong relationship with your clients and ensure their business grows alongside ours. You will ensure they are successfully onboarded and that our solution becomes a critical part of their operations (including any integrations or up-sell at later stages). | Work with our product teams to help innovate new features and solutions that will benefit thousands of businesses. You will help us better understand our customers, their needs and how we can continue to be their favorite technology partner. | Develop strong industry knowledge of IoT based outbound operational management and related system integrations. | Minimum of a bachelor’s degree in Engineering, Computer Science, or a STEM field at a tier 1 University. | Minimum 3 years’ work experience in pre-sales consultations in software implementation. | Excellent communication and presentation skills. You will explain complex tech into simple layman terms that anyone can understand. | Understanding of software architecture and next-gen technology (IoT, Computer Vision, AI, Cloud). | Strong understanding of APIs. | Passionate about making our customers’ lives easier and driven by success. | Meticulous, organized and well structured.","ai, computer vision, iot"
Transmission Network Design Engineer,"Bachelors Degree in Telecommunications, Electrical Engineering, or related disciplines | Experienced min. 1  years in Telco/ ISP environment, fresh graduates are welcomed to apply | Good knowledge of optical components, splicing, OTDR, and PON architectures | Proficiency with FO design tools | IP Routing & MPLS Network certified, CCNA will be preferred",mpls
Security Engineer,"Design and implement advanced security solutions, ensuring compliance with global standards and best practices. | Conduct thorough risk assessments and vulnerability analyses to proactively identify and mitigate potential threats. | Collaborate with cross-functional teams to integrate robust security measures into system architecture and workflows. | Continuously monitor and analyze security events, providing timely responses and documentation of incidents. | Develop and maintain comprehensive security policies, procedures, and guidelines for the organization. | Stay updated on the latest cybersecurity trends, tools, and technologies to enhance the organization’s security posture. | A bachelor's degree in computer science, Information Security, or related field. | Proven experience in security engineering, with a strong understanding of cybersecurity principles and practices. | Proficiency in using security tools and technologies, such as firewalls, intrusion detection systems, and vulnerability scanners. | Excellent problem-solving skills and the ability to think critically under pressure. | Effective communication skills to convey complex technical concepts to diverse audiences. | Certifications such as CISSP, CISM, or equivalent are a plus. | Competitive salary | Paid vacation/holidays/sick time | Comprehensive benefits package | On the job/cross training opportunities | Encouraging and collaborative team environment | Dedication to safety through our Zero Harm policy","cism, cissp"
ERP System Implementor (Fresh Graduate),"Manage and ensure ERP projects are done on time, on budget and on scope with high customer satisfaction | Gather requirements, manage development with developers, perform UAT, training and Go Live with customer | Create, update and maintain a variety of project controls that track the status of: individual projects or task orders, changes to projects or task orders, matters involving quality controls, and other aspects of the project(s) or task order(s). | Analyze reports and use personal influence to create priorities that prevent delays to critical activities within the project; | Establish, monitor, communicate and maintain project schedules; | Write software/technical documentation for assigned ERP projects; | Proactively identify issues that could lead to problems and facilitate solutions; | Assist in ensuring that all aspects of the project are compliant with all contract terms and legal requirements that govern the project and the community in which the project(s) takes place; | Participate in manage activities that are related to ensuring timely completion; | Participate in life-long learning opportunities and professional development. | Participate in weekly staff meetings and industry networking functions. | Any other duties assigned. | Proficient in at least one programming language and database management to be able to understand and communicate effectively with developer team | Candidates must possess at least a Bachelor's Degree in Computer Science/Information Technology or equivalent. | Able to communicate in English with overseas team | Preferably Staff (non-management & non-supervisor) specialized in IT/Computer - Software or equivalent. | Good knowledge in the fields of computer science | Passionate to work in the information technology sector | Willing to work overtime when required to meet important deadlines | Excellent written and verbal communication skills | The ability to work well with others | Good time management ability | Possess analytical skills to be able to solve problems that may come up during a typical work day | Excellent client-facing and internal communication skills | Solid organizational skills including attention to detail and multi-tasking skills | ERP Knowledge and Accounting Knowledge is a plus | Must be willing to relocate to Jakarta | Fresh Graduates welcome to applyBenefits: | Competitive salary, based on result-oriented personal performance review | Significant career growth opportunities, based on personal performance review every 9 months | Project completion rewards, given for every project completed","go, uat"
Software Engineer (Japanese & Mandarin Speaker) - IT Solutions,"Design, develop, and maintain high-complexity software modules with optimized and maintainable code. | Contribute to system architecture and detailed system design for complex functionalities. | Conduct code reviews for critical components to ensure code quality, scalability, and maintainability. | Enforce software development standards, best practices, and coding guidelines across the development team. | Develop and execute comprehensive unit tests and integration tests. | Perform module-level and system-level testing to ensure system reliability and performance. | Analyze test results and recommend improvements to system architecture and design. | Prepare and validate production release deliverables. | Support system deployment activities including installation, configuration, and debugging. | Troubleshoot user acceptance testing (UAT) issues and post-launch production incidents. | Provide Level 3 technical support for critical system issues. | Create and maintain technical documentation, design documents, and training materials. | Support knowledge sharing through internal training sessions and mentoring activities. | Contribute to system integration testing and design discussions. | Mentor junior engineers and provide technical guidance. | Share expertise on development tools, frameworks, and methodologies. | Collaborate with cross-functional teams to ensure successful project delivery. | Support end-to-end system testing and user acceptance testing processes. | Contribute to the preparation of user manuals and documentation. | Perform additional tasks or special assignments as required by management. | Bachelor’s or Master’s Degree in Computer Science, Software Engineering, Big Data, Cloud Computing, Internet of Things, Network Engineering, Information Technology, Electronics, or related fields. | Minimum 2–3 years of professional software development experience. | Experience in system design and software development lifecycle processes. | Proficiency in programming languages such asJava(Spring Framework, DB-access Java programming) andVB.NET / .NET. | Experience in software testing methodologies including unit testing and integration testing. | Familiarity with system design tools such asPowerDesigner, Enterprise Architect, Visio, or Lucidchart. | Proficiency in office productivity tools (Microsoft 365: Excel, PowerPoint, Word). | Fluent communication skills inJapanese (minimum JLPT N3) or Mandarin (minimum HSK level 4). | Experience inOS or Middleware migration projects. | Experience withPro*C development or C + SQLfor legacy system analysis. | Experience using development and testing tools such asJIRA, TestRail, Selenium, Postman, or JMeter. | Hands-on experience withWindows Server or Linux administration, network configuration (TCP/IP, DNS, VPN), and basic hardware maintenance. | Experience leading detailed system design for small-scale systems, including functional specifications, database design, interface design, and architecture documentation. | Strong analytical thinking, and problem-solving skills.","c, dns, excel, java, jmeter, linux, microsoft 365, postman, selenium, tcp/ip, uat, vpn"
Business Operations Specialist (Mandarin Speaker),"Bachelor's degree or higher in Finance, Statistics, or a related field. | Has 1–3 years of experience in Business Operations | Fluent in Chinese, English and Bahasa Indonesia. | Proficient in Excel for data analysis and familiar with decision engine systems. | Excellent cross-department communication and problem-solving abilities. | Strong attention to detail and ability to ensure compliance and adapt solutions to local requirements. | Interpret strategies (e.g., case handling, telemarketing strategies ) and ensure alignment with OJK regulation. | Translate strategies into actionable execution plans, including SOPs, scripts, and system configuration requirements. | Coordinate with the technical team to configure decision engine strategies and monitoring reports suited to local needs. | Collaborate with cross functions teams to clarify details, solve execution issues, and ensure smooth implementation. | Identify and analyze causes of anomalies (process deviation or system issues) and drive prompt corrective actions. | Collect and review issues raised from frontline operations, propose temporary fixes, and support continuous strategy improvement.",excel
Backend Engineer (Mandarin Speaker),"Work across the full stack, building highly scalable distributed solutions that enable positive user experiences and measurable business growth | Develop new features and infrastructure development in support of rapidly emerging business and project requirements | You will champion best practices like writing clean and reusable code using practices like TDD, SOLID principles, OO design, and pair programming | Ensure application performance, uptime, and scale, maintaining high standards of code quality and thoughtful application design | Another task as assigned | 1-5 years work experience | Proficiency in Mandarin (Chinese) for cross-border collaboration. | Experience in P2P business preferred | In-depth knowledge of Java, J2EE and related java technologies | Familiar with more than one database. Preferable: MySQL, Redis, Mongo. | Bachelor degree in computer science or a related field. | The ability to think logically | Excellent listening and questioning skills, combined with the ability to interact confidently with clients to establish","java, mysql, redis, tdd"
5G Core Design Manager,"Bachelor’s Degree in Telecommunications, Electrical Engineering, Computer Science, or related field. | Experienced min. 5  years in Telecommunications industry | Strong understanding of 5G Core architecture and 3GPP standards | Posses strong knowledge & experience in designing, deploying, and optimizing cellular core network i.e. EPC or 5G Core | Knowledge in TCP/IP and routing protocol | Multivendor knowledge and experience i.e. Huawei and ZTE Core Network equipment is highly preffered","huawei, tcp/ip"
Senior Application Performance Monitoring Engineer,"Designing, Implementing, and maintaining monitoring solution. | Developing and maintaining automation and monitoring scripts using languages like Python, Bash, or PowerShell. | Implementing monitoring and logging solution using Grafana, Prometheus, and Splunk, DynaTrace. | Ensuring security best practices are integrated into the monitoring solution. | Responding to and resolving incidents and outages in a timely manner. | Continuous assessing and improving monitoring practices, tools, and processes. | Minimum 5 years' experience as APM Engineer with DevOps background. | Experience in handle in cross functional team with min 5 years (cross country and/ or enterprise application preferred). | Having 5 years of experience with monitoring and logging tools (Prometheus, Grafana, Splunk, DynaTrace). | Having at least 3 years of enterprise application monitoring solution. | Very Proactive, Initiative and Collaborative. | Independent team player and good leadership skills. | Strong problem-solving skills and able to handle complex technical issues. | Good communication in English both verbal & written will be preferable.","bash, grafana, powershell, prometheus, python, splunk"
IT Asset & Services Delivery Manager,"Educating business users on the value of IS/IT engagement within their divisions/ business units. | Increasing awareness of the services provided by the IS/IT departments. | Manage conflict between business operations and IS/IT and encourage open and transparent discussion between parties to determine appropriate resolution. | Regularly interact with the business to understand requirements for technology and to support. | Facilitate effective collaboration between subject matter experts from the business and IS/IT departments as appropriate. | Provides the first line of escalation for business units seeking OIS services. | Monitor the monthly IT scorecard and presents to the BU/Department leadership regarding IT Service Delivery, Solution Delivery (projects, enhancements, etc.) risks, and any relationship issues/gaps) | Provides input to policies and procedures regarding IT problem management with a focus on continuous process improvement. | Proactively identify potential recurring IT incidents and drive permanent resolution of these problems to eliminate future business impact. | Provide guidance and training on IT Services Management (ITSM) best practices and effective tool usage. | Guide teams in establishing SLAs and KPIs metrics including reporting requirements. End Point& Asset Management: | Ensure the effectiveness of technical assistance provision and computer maintenance service to computer system users. | Ensure the appropriate assistance to users concerning the use of computer hardware and software (including printing, installation, word processing, electronic mail, and operating systems). | Manage and monitor the various computer deployment activities and ensure the complete documentation for IT asset. Management Supporting Activities: | Perform activities related to Quality Management Systems. | Create periodic reports to Direct Supervisor. | Perform any additional task as required from Direct Supervisor | Minimum Bachelor’s Degree (S1) in Computer Studies Work Exposure/ Experience | Minimum 3 years working experience in supervisory level, or minimum 7 years working experience in Information Technology related area (experience in management, and working as IT Liason) | Special Skill: Fundamental understanding of Project Management and IT Service Management experience· | ITIL Fundamental certification. | Ability to set clear guidelines, model expected office professional behaviors, and establish and maintain clear methods for reporting inappropriate actions. | Strong analytical skills and excellent critical thinking. | Strong and broad-based leadership skills from strategically minded to resourcefulness in working through others. | Excellent written and verbal communication, interpersonal, presentation and facilitation skills. | Ability to translate technical issues and ideals into non-technical business language understandable by all levels of management and customers throughout state government. | Strong customer service orientation and a high degree of responsiveness to customer requirements.",itil
Data Engineer,"Create data sets that align with business needs | Develop algorithms to transform data into useful and actionable information | Build, test, and maintain database pipeline architecture | Bachelor's Degree Computer Science or Information Technology | At least 2 years of working experience as Data Engineer | Must have work experienced with SQL and Python | Experience of using Google Cloud or Cloud Composer or Apache Airflow","apache airflow, google cloud, python, sql"
"Presales Engineer (Security System, CCTV, Access Control, Etc)","Usia maksimal 35 tahun. | Pendidikan minimal SMK (Komputer / Elektro / IT). | Teliti, cekatan, dan memiliki inisiatif tinggi. | Memiliki kemampuan komunikasi dan presentasi yang terstruktur dan baik. | Memiliki kendaraan dan SIM C. | Bersedia lembur atau dinas luar kota. | Berpengalaman sebagai presales/ technical dari produk security system (CCTV, Access Control, Alarm, dll) atau product it sejenis, MINIMAL 2 TAHUN. | Memiliki pemahaman terhadap basic networking dan topology. | Mengusai pemakaian software visio/ autocad (salah 1). | Menjalin hubungan yang baik dengan principal, partner, dan user | Mendukung tim sales dalam kegiatan presentasi, demo produk, training, dan Proof of Concept (POC) | Melakukan monitoring, assist, supervisi, instalasi, serta troubleshooting solusi yang ditawarkan | Menyusun dokumen teknis seperti sizing, topologi, RAB, KAK, BOQ, dan spesifikasi teknis | Membuat laporan berkala untuk pengembangan dan evaluasi divisi | Menjalankan pekerjaan dengan tanggung jawab, komitmen, dan profesionalisme tinggi.","autocad, c, cctv"
Java Developer,"Design, develop, and maintain backend applications using Java and Spring Boot | Build and optimize RESTful APIs for scalable and high-performance systems | Collaborate with cross-functional teams (QA, frontend, product) to deliver end-to-end solutions | Integrate applications with third-party services, especially within financial systems | Troubleshoot, debug, and enhance existing applications to improve performance and reliability | Ensure code quality through best practices such as code reviews, testing, and documentation | Participate in system design and architecture discussions, including microservices implementation | Support deployment processes and contribute to CI/CD pipeline improvements | Minimum Bachelor’s Degree (S1) in Informatics Engineering, Information Technology, or related field | Minimum 4 years of experience as a Java Developer | Strong expertise in Java and Spring Boot framework | Proven experience working in banking or financial services industry is highly preferred | Experience in building and consuming RESTful APIs | Solid understanding of microservices architecture and system design | Familiarity with relational databases (e.g., PostgreSQL, MySQL) | Experience with version control systems such as Git | Knowledge of CI/CD pipelines and modern development practices is a plus | Strong problem-solving skills and attention to detail | Ability to work independently as well as in a team environment | Able to join ASAP","ci/cd, git, java, microservices, mysql, postgresql, spring boot, version control"
Software Engineer (Mandarin Speakers),"Design, develop, and maintain high-complexity software modules with optimized and maintainable code. | Contribute to system architecture and detailed system design for complex functionalities. | Conduct code reviews for critical components to ensure code quality, scalability, and maintainability. | Enforce software development standards, best practices, and coding guidelines across the development team. | Develop and execute comprehensive unit tests and integration tests. | Perform module-level and system-level testing to ensure system reliability and performance. | Analyze test results and recommend improvements to system architecture and design. | Prepare and validate production release deliverables. | Support system deployment activities including installation, configuration, and debugging. | Troubleshoot user acceptance testing (UAT) issues and post-launch production incidents. | Provide Level 3 technical support for critical system issues. | Create and maintain technical documentation, design documents, and training materials. | Support knowledge sharing through internal training sessions and mentoring activities. | Contribute to system integration testing and design discussions. | Mentor junior engineers and provide technical guidance. | Share expertise on development tools, frameworks, and methodologies. | Collaborate with cross-functional teams to ensure successful project delivery. | Support end-to-end system testing and user acceptance testing processes. | Contribute to the preparation of user manuals and documentation. | Perform additional tasks or special assignments as required by management. | Bachelor’s or Master’s Degree in Computer Science, Software Engineering, Big Data, Cloud Computing, Internet of Things, Network Engineering, Information Technology, Electronics, or related fields. | Minimum2–3 years of professional software development experience. | Experience in system design and software development lifecycle processes. | Proficiency in programming languages such asJava(Spring Framework, DB-access Java programming) andVB.NET/ .NET. | Experience in software testing methodologies including unit testing and integration testing. | Familiarity with system design tools such asPowerDesigner, Enterprise Architect, Visio, or Lucidchart. | Proficiency in office productivity tools (Microsoft 365: Excel, PowerPoint, Word). | Fluent communication skills inMandarin (minimum HSK level 4). | Experience inOS or Middleware migration projects. | Experience withPro*C development or C + SQLfor legacy system analysis. | Experience using development and testing tools such asJIRA, TestRail, Selenium, Postman, or JMeter. | Hands-on experience withWindows Server or Linux administration, network configuration (TCP/IP, DNS, VPN), and basic hardware maintenance. | Experience leading detailed system design for small-scale systems, including functional specifications, database design, interface design, and architecture documentation. | Strong analytical thinking, and problem-solving skills.","c, dns, excel, java, jmeter, linux, microsoft 365, postman, selenium, tcp/ip, uat, vpn"
IT Security Analyst,"Memantau sistem dan jaringan menggunakan tools keamanan (SIEM, IDS/IPS) untuk mendeteksi aktivitas mencurigakan. | Menganalisis log keamanan dan insiden untuk mengidentifikasi ancaman dan memberikan mitigasi. | Melakukan penilaian kerentanan pada sistem TI dan menyarankan langkah perbaikan. | Berkolaborasi dengan tim untuk mengembangkan kebijakan keamanan, prosedur, dan standar perusahaan. | Melakukan analisis forensik untuk insiden keamanan dan menyusun laporan lengkap. | Menyediakan pelatihan atau edukasi dasar kepada karyawan terkait praktik keamanan siber. | Mengikuti perkembangan terbaru tentang ancaman siber dan teknologi keamanan. | Pendidikan min. S1 atau setara, jurusan Teknologi Informasi, Keamanan Siber, atau bidang terkait. | 2-3 tahun pengalaman di bidang keamanan TI atau peran serupa. | Pengetahuan mendalam tentang protokol jaringan (TCP/IP, DNS, VPN, dll). | Familiar dengan alat keamanan seperti Wireshark, Splunk, Nessus, atau sejenisnya. | Kemampuan untuk menganalisis log dan mendeteksi pola anomali. | Pengalaman dalam menggunakan dan mengelola SIEM tools (contoh: Splunk, QRadar). | Knowledge of security frameworks such as NIST, ISO 27001, or OWASP.","dns, ids/ips, iso 27001, owasp, qradar, siem, splunk, tcp/ip, vpn, wireshark"
ETL Developer,"Design, develop, and implement efficient ETL processes to extract, transform, and load data from various sources into our data warehouse | Collaborate with cross-functional teams to understand business requirements and translate them into technical solutions | Write high-quality, scalable, and maintainable code for data transformation and integration | Develop and optimise complex data models and ETL workflows to ensure data accuracy, completeness, and timeliness | Automate and streamline data ingestion and processing tasks to improve efficiency | Monitor and troubleshoot ETL processes, identifying and resolving any issues or bottlenecks | Participate in the development of data governance policies and standards | Provide technical support and mentorship to junior team members | Bachelor's degree in Computer Science, Information Technology, or a related field | Minimum 3 years of experience as an ETL Developer or Data Engineer | Proficient in SQL and data manipulation languages (e.g., SQL, Python, Spark) | Hands-on experience with ETL tools and frameworks (e.g., Informatica, Talend, SSIS, Airflow) | Familiar with data warehousing concepts, star schema design, and dimensional modelling | Strong problem-solving and analytical skills to tackle complex data integration challenges | Excellent communication and collaboration skills to work effectively with cross-functional teams","data warehouse, etl, python, spark, sql, ssis, talend"
