job_title,job_skills,market_source,cleaned_skills,job_category
Data Analyst,"Processing and analyzing performance data | Processing and analyzing data for product development | Maintain data quality and accuracy by conducting audits and making improvements | Bachelor degree in Business, Industrial Engineering, Information Management or Statistic | Fresh graduate or have 1 years experience | Having skill in Business/ Product Development | Good Analytical Thinking and Microsoft Excel | Communicative and Problem Solving",Indonesia,excel,Data Analyst
Data Analyst Staff (for Desk Collection team),"1-2 years of experience as a Data Analyst for the Operations Department or the Collection Department. Having experience working in a Fintech company is a MUST. | Strong analytical and problem-solving skills with proficiency in data analysis tools (e.g., Excel, SQL, Python). | Good understanding of financial products and post-lending processes. | Ability to translate data insights into actionable business strategies. | Strong collaboration skills and ability to work cross-functionally. | Innovative mindset with an interest in technology-driven solutions. | Develop and optimize collection strategies to improve repayment and asset quality. | Analyze customer data to design effective collection strategies by segment and behavior. | Create and maintain performance monitoring reports for collection and asset quality. | Support target setting, forecasting, and evaluation of recovery performance.",Indonesia,"excel, python, sql",Data Analyst
Campaign Data Analyst,Mendukung tim Growth dalam menjalankan campaign dan program. | Menjalankan query data (MaxCompute/SQL). | Melakukan analisa data. | Mengeksekusi dan evaluasi campaign. | Mampu menggunakan SQL (query data). | Teliti (detail oriented). | Terbiasa menggunakan Google Sheets. | Memiliki kemampuan analisa data.,Indonesia,sql,Data Analyst
Data Analyst,"Process, analyze, and interpret data to support business decision-making | Develop and maintain reports using Microsoft Excel (advanced level) | Create data transformations using Power Query and advanced formulas | Manage and optimize data using SQL and MS SSIS | Support automation workflows using Power Automate / TMAPS | Monitor data accuracy and ensure data integrity | Provide insights based on automotive trends and related data | Collaborate with stakeholders to understand reporting needs | Minimum 2–3 years of experience as a Data Analyst or similar role | Proficient in Microsoft Excel (Power Query, Pivot Table, Table, Macro) | Strong proficiency in SQL and MS SSIS | Experience handling Power Automate / TMAPS | Adaptive and familiar with automotive terms and industry updates | Willing to work onsite at client office (Jakarta area) | Strong analytical thinking and problem-solving skills | Good communication and reporting skills",Indonesia,"excel, power automate, sql, ssis",Data Analyst
Data Analyst KG Media,"Responsible for conducting analysis related to the development of the media industry and other related industries as an ingredient in making organizational strategies and/or business development. | Determine methods/tools to collecting data and information. | Looking for secondary data based on data needs and analysis. | Extracting data into a database for analysis. | Having maximum 3 years experience, preferably in Data Analyst, Business Analyst, Market Intelligence, BusDev, Marketing. | Interested in research, data accuracy. | Excellent in Ms. Excel (formulasi, pivot). | Any major is welcome to apply, preferably from mathematic, economic, management, business administration. | Detail-oriented, fast learner, solution-oriented, able to work under tight deadline, have a well-adapted skill and initiative. | Having excellent understanding of media business.",Indonesia,excel,Data Analyst
Data Analyst,"Membuat dan memelihara dashboard bisnis | Menulis dan mengoptimasi query SQL | Melakukan analisis data untuk mendukung keputusan bisnis | Mengelola data processing dan ETL sederhana | Mendukung analisis prediktif / machine learning dasar | Kolaborasi dengan tim bisnis dan operasional | Menguasai bahasa Python & Java | Pengalaman minimal 2 tahun sebagai Data Analyst atau posisi setara | Menguasai SQL untuk pengolahan dan analisis data | Berpengalaman menggunakan Business Intelligence tools (Power BI, Tableau, Looker, dan sejenisnya) | Mahir menggunakan Microsoft Excel / Google Sheets | Memahami Python untuk kebutuhan analisis data | Memahami konsep data analytics dan data modeling",Indonesia,"data modeling, etl, excel, java, looker, machine learning, power bi, python, sql, tableau",Data Analyst
Data Analyst - Customer Service & Operations,"Analyze customer service and operational data to identify trends, issues, and improvement opportunities | Manage and validate data to ensure accuracy and reliability for reporting and analysis. | Build and maintain dashboards, reports, and monitoring tools for Customer Service performance. | Prepare daily, weekly, and monthly reports for stakeholders and management. | Support Workforce Management with capacity data, volume tracking, and forecasting analysis. | Conduct ad hoc analysis to support business reviews and decision-making. | Collaborate with Customer Service, Operations, Product, WFM, and other teams to address business needs through data. | Coordinate with other departments to gather required data for reporting and analysis. | Generate actionable insights and recommendations to improve operational performance and customer experience. | Monitor key CS metrics such as ticket volume, SLA, response time, resolution time, productivity, backlog, CSAT, and escalations. | Identify opportunities to improve reporting processes, data visibility, and operational efficiency. | Minimum 2  years of experience in Data Analyst, Business Analyst, or similar analytical roles. | Strong proficiency in SQL for data extraction, cleaning, and analysis. | Advanced proficiency in Excel or Google Sheets. | Experience with data visualization and dashboard tools such as Metabase,Tableau, Power BI, Looker, or similar platforms. | Strong analytical and problem-solving skills with the ability to interpret complex data and generate meaningful insights. | Experience supporting Customer Service, Operations, or other service-related teams is preferred. | Good understanding of customer service KPIs and operational metrics. | Ability to communicate analysis results clearly to both technical and non-technical stakeholders. | Strong attention to detail and good data validation practices. | Able to manage multiple tasks and reporting needs in a fast-paced environment. | Strong collaboration skills and ability to work cross-functionally.",Indonesia,"excel, looker, metabase, power bi, sql, tableau",Data Analyst
Data Analyst (Internship),"Membantu administrasi Sales Order (SO) | Melakukan pengecekan dan monitoring marketplace | Mengelola administrasi harian marketplace | Membantu proses stock opname | Mengolah dan merapikan data yang berkaitan dengan aktivitas operasional | Minimal Pendidikan SMA/SMK | Teliti, rapi, dan bertanggung jawab | Memiliki kemampuan dasar pengolahan data (Excel/Spreadsheet) | Mampu bekerja secara individu maupun tim | Memiliki minat belajar di bidang data dan operasional marketplace",Indonesia,excel,Data Analyst
Software Engineer,"Computer Science, Software Development, and Programming skills | Experience with Flutter framework | Experience in mobile application development | Good problem-solving and debugging skills | Strong attention to detail and ability to work in a fast-paced environment | Placement in Sunter, Jakarta Utara",Indonesia,flutter,Backend Developer
Freelance Front End Engineer (Growth / Marketing),"Bachelor's degree in Computer Science or a related field / last year University | 3 years of hands-on experience in software development is preferable, but fresh graduate is welcomed | Looking to hone skills in front-end technologies like Svelte.js, React, Vercel, and modern JavaScript frameworks.",Indonesia,"javascript, react",Frontend Developer
Freelance Back-End Engineer,"Develop, maintain, and improve back-end services and APIs with a strong focus on system impact, code quality, and production readiness. | Analyze requirements and existing system conditions before implementation to ensure the solution aligns with business and technical goals. | Take end-to-end ownership of assigned tasks, from understanding requirements, implementation, testing, until deployment and stability. | Work with Front End Engineers through clear API contracts to ensure smooth system integration. | Apply analytical and system thinking when solving problems, especially in complex or high-pressure situations. | Maintain code quality by applying unit testing, participating in code reviews, and following engineering best practices. | Handle bugs, incidents, and performance issues in a structured and calm manner, especially during release or high-pressure periods. | Graduate from Bachelor, Diploma 3, or Diploma 4 degree from IT, Software Engineering, Computer Science, or other related majors. | Have a minimum of 1-2 years of experience as a Back End Engineer or similar role. | Strong proficiency in Golang  with clean, readable, and maintainable coding practices. | Strong sense of ownership and responsibility, able to take initiative and handle tasks end-to-end while collaborating effectively with the team. | Strong analytical thinking and problem solving skills, especially when handling system issues or production incidents. | Experience document databases like MongoDB. | Solid understanding of API development, service integration, and microservices architecture. | Familiarity with Docker containerization, basic understanding of Kubernetes is a plus.",Indonesia,"docker, golang, kubernetes, microservices, mongodb",Backend Developer
Lowongan Kerja SAMPOERNA UNIVERSITY - PART TIME DATA ANALYST,"Data Collection and Management:Gather and manage data from various sources, ensuring accuracy and integrity.Develop and maintain databases, data systems, and data collection processes. | Gather and manage data from various sources, ensuring accuracy and integrity. | Develop and maintain databases, data systems, and data collection processes. | Data Analysis:Analyze student performance data to identify trends, patterns, and insights.Use statistical techniques and software tools to interpret data and provide actionable insights. | Analyze student performance data to identify trends, patterns, and insights. | Use statistical techniques and software tools to interpret data and provide actionable insights. | Reporting:Prepare and present comprehensive reports on student performance and success metrics.Create visualizations and dashboards to effectively communicate findings to stakeholders. | Prepare and present comprehensive reports on student performance and success metrics. | Create visualizations and dashboards to effectively communicate findings to stakeholders. | Bachelor's degree in Computer Science, Mathematics, or a related field. | Proficiency in data analysis software such as Excel, Spreadsheet, or SQL | Experience with data visualization tools like Tableau or Power BI. | Strong analytical and problem-solving skills. | Excellent communication skills, both written and verbal. | Ability to work independently and as part of a team. | Previous experience in an educational setting is a plus.",Indonesia,"excel, power bi, sql, tableau",Data Analyst
IT Developer (Fullstack),"Minimum education of Associate’s (D3) or Bachelor’s degree (S1) in Computer Science, Information Technology, Information Systems, or a related field. | Have 2–3 years of hands-on experience in software developer. | Proficient in programming languages such as Node.js (Express), AngularJS, Laravel (PHP), as well as database management (MySQL, PostgreSQL). | Solid understanding of manual deployment & basic CI/CD (e.g., Git, GitLab CI). | Familiar with cloud such as AWS, Google Cloud Platform (GCP), or others; skilled in using Linux (Ubuntu/CentOS) and the command line. | Strong understanding of API concepts and system integration. | Develop and maintain internal company systems (ERP, website, and POS) | Design, build and manage APIs for system integration. | Perform system enhancement, debugging, troubleshooting, and optimization. | Support and maintain POS system (basic level). | Collaborate with IT team to develop and implement new features. | Ensure system performance, stability, and scalability. | Prepare and maintain technical documentation and system Standard Operating Procedures (SOPs).",Indonesia,"aws, centos, ci/cd, express, gcp, git, gitlab ci, google cloud, laravel, linux, mysql, node.js, php, postgresql, ubuntu",Fullstack Developer
Data Engineer,"Develop and integrate platforms that enable development teams to access infrastructure, tools, and services throughself-service capabilities. | Design, build, and maintaindata engineering solutionsto support business and application requirements. | Develop and maintain automation scripts forinfrastructure provisioning, configuration, and management. | Configure, maintain, and optimizeKubernetes clustersto ensure application availability, performance, and reliability. | Support implementation and management ofChange Data Capture (CDC)andKafka-based streaming solutions. | Monitor platform performance and troubleshoot issues to maintain system stability and security. | Support implementation and maintenance of monitoring and logging tools such asGrafana and ELK Stack. | Support CI/CD pipeline implementation and containerization processes usingDocker, Kubernetes, and Helm Chart. | Collaborate with cross-functional teams to support application development and system integration. | Ensure platform and data infrastructure align with business needs, particularly withinbanking product processes. | MinimumBachelor’s Degree (S1)from a reputable university in: | Computer Engineering | Informatics Engineering | Information Systems | Computer Science | Information Technology | Computer Systems | Management Information Systems | Minimum3 years of experience as a Data Engineer. | Minimum3 years of experiencein projects or system development involving: | Change Data Capture (CDC) | Apache Kafka | Experience implementing or supporting projects involving: | Grafana | ELK Stack | CI/CD pipelines | Docker / Containerization | Kubernetes | Helm Chart | Strong understanding ofSoftware Development Life Cycle (SDLC)including Waterfall and/or Agile methodologies. | Strong analytical skills with attention to detail. | Strongproblem-finding and problem-solvingcapabilities. | Good understanding ofbanking product business processes. | Strong teamwork, communication, and interpersonal skills.",Indonesia,"agile, apache, ci/cd, docker, grafana, kafka, kubernetes, sdlc, waterfall",Data Engineer
Fullstack Programmer,"D3/S1 Informatika | Pengalaman min 1 th | Menguasai PHP, Framework Codeigniter, Laravel | Menguasai Javascript, JQuery | Mengerti dan menguasai Framework Mobile App, Flutter | Menguasai Database Mysql | Membangun, megembangkan dan memelihara aplikasi, mencakup tampilan (Front end), logika, dan database. | Dengan tanggung jawab membuat kode berfungsi,memastikan performa, keamanan, dan pengalaman pengguna yang baik, dari merancang antarmuka hingga mengintegrasikan fitur",Indonesia,"codeigniter, flutter, javascript, jquery, laravel, mysql, php",Fullstack Developer
Fullstack AI Engineer,"Bachelor’s or Master’s degree | Proven experience with prompt engineering and deliver with AI Dev Assistant LLM (Large Language Models) using Github Copilot or GeminiMin 1 year experience | Programming skills in Fullstack Developer (FE (Web / Mobile), BE) Next.js/React for Frontend, dan Node.js, Python, or Go for Backend) for 3-4 years | Strong problem-solving and analytical abilities | Excellent communication skills and the ability to work in cross-functional teams | Detail-oriented with a focus on delivering high-quality solutions",Indonesia,"ai, github, go, llm, next.js, node.js, prompt engineering, python, react",AI / Machine Learning Engineer
Software Engineer,"Develop and enhance product features with a focus onperformance, scalability, and reliability | Maintain and troubleshoot existing systems, includingbug fixing and performance improvements | Write clean, maintainable, and well-documented code | Create and maintaintechnical documentationfor features and systems | Collaborate with internal teams (product, design, and other engineers) to ensure smooth development processes | Write and maintainunit teststo ensure code quality and functionality | Support and maintainCI/CD pipelinesfor efficient deployment | Contribute to the implementation and maintenance ofAI-powered features and integrations | Holds aBachelor’s degreein Computer Science, Software Engineering, or a related field | Has1–2 years of experiencein software development | Is proficient inTypeScript, Node.js, and/or Golang | Has experience working withDocker and Kubernetes | Has strong understanding ofsoftware engineering fundamentals and problem-solving | Is familiar withunit testing and CI/CD practices | Has exposure to or interest inAI engineering / prompting(e.g., working with AI APIs or LLM-based features) | Is a good communicator and able to collaborate effectively within a team",Indonesia,"ai, ci/cd, golang, kubernetes, llm, node.js",Backend Developer
Fullstack Engineer,"HTML, CSS, JavaScript/TypeScript | Framework frontend (React/Next.js) | State Management (Redux/Zustand) | Backend (Node.js/NestJS/Express) | Database (PostgreSQL/MySQL) | ORM (Prisma/TypeORM) | Git & version control workflow (branching, pull request) | JSON, API, dan HTTP protocolTambahan: | 1–2 tahun sebagai Fullstack Engineer atau memiliki portofolio setara.",Indonesia,"css, express, git, html, javascript, mysql, next.js, node.js, postgresql, react, typescript, version control",Fullstack Developer
Front End Technology Engineer,"Writing stable and testable code | Working alongside and supporting each other IT engineers | Bachelor Degree’s students or Fresh Graduates major in Informatics Engineering or Information System | High school graduates majoring in Software Engineering are welcome to apply | Strong organizational and project management skills | Basic understanding of front-end technologies and platforms, such as JavaScript | Experience working with JavaScript frameworks such as React JS / Vue JS",Indonesia,"javascript, react, vue",Frontend Developer
Data Engineer,"Build and maintain batch data pipelines for ingestion into BigQuery from multiple sources | Support the creation of MVP data transformations and analytics datasets | Schedule and automate reporting pipelines using orchestration tools | Collaborate with data analysts to enable reporting and dashboards | Ensure data quality, documentation, and reproducibility of workflows | 2+ years of experience in data engineering or analytics engineering | Solid SQL and Python skills for ETL/ELT workflows and be able to implement it on production-ready | Experience and knowledge of good practices with cloud data warehouses (BigQuery, Athena, etc) | Familiarity with orchestration tools (Airflow, Argo, dbt) to deliver SLA driven pipeline design | Comfortable working in Git-based workflows and supporting CI/CD processes | Familiarity with Terraform is a plus | Experience with building a data warehouse is a plus | Experience working with variety of stakeholders outside Data team is a plus | Experience with data quality/governance best practices is a plus",Indonesia,"ci/cd, data warehouse, elt, etl, git, python, sql, terraform",Data Engineer
Business Intelligence Analyst,"Interpreting data, analyzing results using query, data statistical techniques. | Create robust, reusable data querying, transformation, and visualization processes using tools such as Excel, SQL, Big Query, Python, R and other big data tools. | Develop analytical reports and represent large, complex sets of data through visual representation. | Present information in a way that drives fact based decision making. | Propose and define new business process improvement opportunities based on the data to drive business impact. | Work with management to prioritize business and information needs. | Having bachelor degree or master degree in Information System, Computer Science, Math, Statistics or related field. | Expert in SQL, have the ability to write advanced DB queries (able to use Python/R/Java/Javascript is desirable). | Ability to quickly disseminate data to find key trends, as well as the ability to dive deep and mine the data behind these. | Comfortable working with datasets containing millions of rows and creating complex visualizations from raw data in a live dashboard environment. | Excellent written and verbal communication skills. | Experience working with analytical tools (Jupyter, Python, Hive, BigQuery ML) is a plus | Ability to work well and deliver under pressure",Indonesia,"excel, hive, java, javascript, python, sql",Data Analyst
IT Software Developer,"Mengembangkan modul atau custom modul sesuai kebutuhan user | Melakukandevelopmentdan testing terhadap modul atauadd-onyang dibuat | Melakukan monitoring dan optimasi terhadap aplikasi yang dikembangkan | Membuat dokumentasi terkait aplikasi yang dibuat. | Pendidikan minimal D3/S1 jurusan terkait (Teknik Informatika, Sistem Informasi, atau sejenisnya) | Memiliki pengalaman minimal 3 tahun sebagaiSoftware Developer(diutamakanBackend Developer) | Berpengalaman dalam pengembangan aplikasi berbasisLaravel | Menguasai bahasa pemrogramanPHP | Memahami dan terbiasa menggunakan database sepertiMySQL,PostgreSQL, dan lainnya | Memahami konsep:OOPMVCORMSQL, XML, HTML, dan JavaScript | OOP | MVC | ORM | SQL, XML, HTML, dan JavaScript | Familiar dengan ekosistem Laravel dan sistem operasiLinux(nilai tambah) | Memiliki pemahaman tentangsystem analysisdanbusiness process | Memiliki loyalitas dan komitmen kerja yang baik",Indonesia,"html, javascript, laravel, postgresql, sql",Backend Developer
Data Engineer (ETL),"Strong expertise in Data Engineering and Data Modeling to design efficient database systems and workflows. | Proficiency in Extract, Transform, Load (ETL) processes and deep understanding of Data Warehousing concepts. | Experience in Data Analytics, with the ability to derive insights and support data-driven decision-making. | Familiarity with modern database management systems and programming languages related to data engineering. | Excellent problem-solving skills and the ability to work collaboratively in a team environment. | Bachelor’s degree in Computer Science, Engineering, or a related field; a Master’s degree is a plus. | Experience working in mission-critical or large-scale data environments is advantageous.",Indonesia,"data modeling, etl",Data Engineer
Junior Software Engineer (Backend) - Accept Payment,"Work with senior engineers to build and maintain backend services used across Flip’s ecosystem. | Write clear, tested, and efficient code, mainly in Go. | Review and learn from code written by peers and provide constructive feedback. | Collaborate cross-functionally with product managers, designers, and other engineers to deliver reliable features. | Help troubleshoot and resolve production issues under guidance. | Basic programming experience in any backend language (Go experience is a strong plus). | Understanding of core computer science concepts: data structures, algorithms, OOP, and clean code principles. | Willingness to learn new tools and technologies quickly. | Familiarity working with AI-assisted coding platform. | Good problem-solving mindset and eagerness to grow. | Strong communication skills and ability to collaborate in a team. | Alignment with Flip’s values of fairness, respect, and continuous learning.",Indonesia,"ai, go",Backend Developer
Fullstack Engineer (Springboot & React.js),"Level: Junior (1+ year of experience) | Ready to join ASAP (early May) | Around1 year of experienceas a Fullstack / Backend / Frontend Developer | Hands-on experience withSpring Boot (Java)for backend development | Hands-on experience withReact.jsfor frontend development | Familiar with RESTful APIs, relational databases, and Git | Able to work independently and collaboratively in a team | Good communication skills and willingness to learn",Indonesia,"git, java, react.js",Fullstack Developer
Full Stack Engineer,"Mengembangkan dan mengoptimalkan frontend aplikasi menggunakan Vue.js dengan fokus pada performa dan maintainability. | Merancang, membangun, dan memelihara backend service menggunakan Golang. | Mendesain dan mengimplementasikan API (REST / gRPC) untuk komunikasi antar sistem. | Terlibat dalam diskusi arsitektur, code review, dan technical decision. | Menjaga kualitas sistem melalui refactoring, improvement, dan best practice. | Pengalaman solid menggunakan Vue.js untuk aplikasi production. | Pengalaman membangun backend service dengan Golang. | Memahami desain REST API dan konsep distributed system dasar. | Familiar dengan database relasional dan optimasi query dasar. | Terbiasa dengan Git, code review, dan kolaborasi tim. | Pengalaman dengan gRPC / internal service communication. | Familiar dengan microservices architecture. | Pengalaman menggunakan Docker, CI/CD, atau Kubernetes. | Pernah menangani sistem dengan skala menengah hingga besar.",Indonesia,"ci/cd, docker, git, golang, grpc, kubernetes, microservices, rest api, vue.js",Fullstack Developer
Database Administrator,"Design, implement, and maintainOracle databasesto support business and product requirements. | Monitor database health and ensure high availability, security, and performance. | Managebackups, recovery, and failover strategiesto guarantee data protection. | Apply upgrades, patches, and migrations across Oracle environments. | Support developers with database queries, schema design, and integration. | Troubleshoot performance issues and optimize queries and database structures. | Ensure compliance withsecurity standardsand protect sensitive data. | Prepare and maintain documentation for database procedures and policies. | ENGLISH SPEAKING IS REQUIRED, please do not apply without a good English level as the team is international. | Bachelor’s degreein Computer Science, Information Technology, or equivalent. | 2–4 years of experienceworking with databases in production environments. | Solid knowledge ofSQL and PL/SQL programming. | Experience with performance tuning, monitoring tools, and backup/recovery strategies. | Familiarity withAWS and or Oracleis a plus. | Strong problem-solving skills and the ability to work independently and in a team. | Good communication skills in English. | Be part of a global company shapinginnovative payment and gift card solutions. | Work on large-scale, high-performance systems used by leading retailers. | Grow your career with opportunities to advance intosenior DBA or architecture roles. | Competitive salary and benefits, with an international and collaborative environment.",Indonesia,"oracle, pl/sql",Data Engineer
Data Engineer,"Design and implement ETL/ELT pipelines using Spark SQL and Python within Databricks Medallion architecture | Develop dimensional data models following star schema methodology with proper fact and dimension table design, SCD implementation, and optimization for analytical workloads | Optimize Spark SQL and DataFrame operations through appropriate partitioning strategies, clustering and join optimizations to maximize performance and minimize costs | Build comprehensive data quality frameworks with automated validation checks, statistical profiling, exception handling, and data reconciliation processes | Establish CI/CD pipelines incorporating version control, automated testing including but not limited to unit test, integration test, smoke test, etc. | Implement data governance standards including row-level and column-level security policies for access controls and compliance requirements | Create and maintain technical documentation including ERDs, schema specifications, data lineage diagrams, and metadata repositories | 3+ years’ experience with SparkSQL, Python and PySpark for data engineering workflow | Strong proficiency in dimensional modeling and star schema design for analytical workloads | Experience implementing automated testing and CI/CD pipelines for data workflows | Familiarity with GitHub operations and collaborative development practices | Demonstrated ability to optimize engineering workflow jobs for performance and cost efficiency | Experience with cloud data services and infrastructure (AWS, Azure, or GCP) | Proficiency with IDE tools such as Visual Studio Code for efficient development | Experience with Databricks platform will be a plus",Indonesia,"aws, azure, ci/cd, elt, etl, gcp, github, python, spark, sql, version control",Data Engineer
Data Engineer,"Design, build, and maintain scalable data pipelines and ETL/ELT processes | Develop and optimize data architectures, data lakes, and data warehouses | Collect, process, and clean large datasets from various sources (structured and unstructured) | Ensure data quality, integrity, and reliability across all data systems | Collaborate with data scientists, analysts, and stakeholders to support data needs | Implement data models and database schemas to support business requirements | Monitor and troubleshoot data pipeline performance and failures | Optimize data storage and retrieval for performance and cost-efficiency | Integrate data from third-party APIs, cloud services, and internal systems | Apply best practices in data governance, security, and compliance | Automate workflows and data processing tasks using scripting and orchestration tools | Maintain documentation for data pipelines, systems, and processes | Work with big data technologies (e.g., Hadoop, Spark) and cloud platforms (e.g., AWS, GCP, Azure) | Support real-time and batch data processing systems | Has 3 years of experience as an ETL Developer or Data Engineer or similar positions. | Proven experience in ETL design, development, and optimization. | Has experience handling Migration Cloud Platform. | Hands-on experience with SQL Server Integration Services (SSIS). | Strong proficiency in SQL and experience working with relational and NoSQL databases. | Experience in data integration, transformation, and data pipeline orchestration.",Indonesia,"aws, azure, elt, etl, gcp, hadoop, spark, sql, sql server, ssis",Data Engineer
Jr. Data Engineer,"Design, create, and maintain optimal data pipeline architectures. | Assemble large and complex datasets that meet both functional and non-functional business requirements. | Identify, design, and implement internal process improvements, including automation of manual processes, optimization of data delivery, and infrastructure redesign for improved scalability. | Develop and maintain infrastructure for efficient extraction, transformation, and loading (ETL) of data from various data sources using SQL and AWS big data technologies. | Build analytics tools leveraging data pipelines to deliver actionable insights on customer acquisition, operational efficiency, and key business performance metrics. | Collaborate with stakeholders including Executive, Product, Data, and Design teams to support data-related technical needs and resolve infrastructure issues. | Work closely with data and analytics experts to continuously enhance the functionality and performance of data systems. | Fast learner with a strong willingness to adapt to new technologies. | Strong analytical and logical thinking skills. | Good communication skills with the ability to interact effectively across all organizational levels. | Positive attitude with a pleasant and professional personality. | Proven experience in building and optimizing big data pipelines, architectures, and datasets. | Hands-on experience with AWS cloud services such as EC2, Glue, Lambda, RDS, and Redshift. | Proficiency in object-oriented or functional programming languages (e.g., Python, Java, C++, Scala). | Minimum of 1 year experience in a related field. | Bachelor’s degree in Computer Science, Information Systems, or a related discipline.",Indonesia,"aws, c++, etl, java, python, sql",Data Engineer
Data Engineer (Senior),"Minimal 3 tahun pengalaman sebagai Data Engineer / role terkait | MahirPython&Advanced SQL(subquery, window function, query optimization, stored procedure, dll) | Berpengalaman dengan database:MySQL, PostgreSQL, Oracle, Snowflake | Memahamidata modeling & arsitektur data(distributed storage & processing) | Berpengalaman dalamETL/ELT & data pipelinedevelopment | Familiar denganstream & batch processing | Airbyte, Apache Airflow, Apache Kafka | Pandas, NumPy, data wrangling | API integration & data scraping (BeautifulSoup, Scrapy, dll) | Cloud & container: Docker, Kubernetes | Nilai tambah: Tableau / QlikView",Indonesia,"apache, apache airflow, docker, elt, kafka, kubernetes, mysql, oracle, postgresql, sql, tableau",Data Engineer
Data Engineer,"Design, build, and maintain scalable data pipelines for ingestion, transformation, and loading (ETL/ELT) | Develop and optimize data architectures to support analytics and business intelligence needs | Ensure data quality, integrity, and reliability across various data sources | Collaborate with cross-functional teams (e.g., Product, BI, Engineering) to understand data requirements | Monitor and troubleshoot data pipeline performance issues | Implement data governance and best practices for data management | Support the development of dashboards, reports, and data models | Document data processes, workflows, and system architecture | Bachelor’s degree in Computer Science, Information Systems, or a related field | Minimum 2 years of experience in data engineering, data analytics, or similar roles | Hands-on experience with SQL and at least one programming language (e.g., Python) | Familiarity with data pipeline tools (e.g., Airflow, dbt, or similar) | Basic understanding of data warehousing concepts (e.g., BigQuery, Redshift, Snowflake) | Experience working with structured and unstructured data | Understanding of ETL/ELT processes and data modeling fundamentals | Exposure to cloud platforms (e.g., AWS, GCP, or Azure) is a plus | Strong problem-solving skills and attention to detail | Good communication skills and ability to work collaboratively",Indonesia,"aws, azure, data modeling, elt, etl, gcp, python, sql",Data Engineer
Associate Data Engineer,"Create SQL queries to deliver ad-hoc BI requirement | Contribute to automation, performance tuning, and optimization of data systems | Write and optimize SQL queries to access and manipulate large datasets | Create various forms of actionable BI mechanism (interactive reports, dashboard, alerts, scheduled email report, etc.) using any available BI tools (e.g. Spreadsheets, Looker BI, etc.) | Understand customer business flow | Monitor data quality and troubleshoot data issues | Aware of important customer business metrics | Able to perform basic (select, join, conditions, etc.) | Collaborate with cross-functional teams to gather requirements and ensure data accuracy and integrity | Bachelor’s degree in Computer Science, Information Systems, Engineering, or a related field | Min. 1 year experience as Data Engineer | Proficiency in Python for data manipulation, automation, and pipeline development | Solid understanding of SQL and relational database systems (e.g., PostgreSQL, MySQL, SQL Server) | Familiarity with ETL concepts and data warehousing | Basic knowledge of cloud services such as Google Cloud or AWS | Exposure to data visualization tools (Power BI, Tableau, Looker) | Basic understanding of big data frameworks (Spark, Hadoop) | Good analytical and problem-solving abilities | Attention to detail in working with large and complex datasets | Team collaboration skills, with the ability to work effectively with data analysts, engineers, and business teams | Good communication and documentation practices | Contract 1 year | Full WFO at Wisma 46, Jakarta Pusat",Indonesia,"aws, etl, google cloud, hadoop, looker, mysql, postgresql, power bi, python, spark, sql, sql server, tableau",Data Engineer
Software Engineer,"Participate in the full software development lifecycle, including requirements analysis, system design, coding, testing, and deployment | Write clean, efficient, and well-documented code in a variety of programming languages and technologies | Collaborate with cross-functional teams to understand business requirements and translate them into technical solutions | Troubleshoot and debug issues, and provide support for existing software systems | Continuously learn and stay up-to-date with the latest trends and best practices in software engineering | Contribute to the development of reusable software components and libraries | Assist in the implementation of agile development methodologies and processes | Degree in Computer Science, Software Engineering, or a related field | 0-3 years of experience in software development, preferably in the Information & Communication Technology industry. | Understanding on basic linux , sql, shell script, python etc | Experience with software design patterns, algorithms, and data structures | Strong problem-solving and critical thinking skills | Excellent communication and collaboration abilities",Indonesia,"agile, linux, python, shell script, sql",Backend Developer
Junior Full Stack Developer,"Build and develop frontend and back end zahir internal service (zahirID, integration, BI) using GOLang, laravel and react JS | Familiar with API, Laravel, GOLang | Familiar with css/html/js | Experience with reactJs | Familiar with code versioning and repositories | Understand web App",Indonesia,"css, golang, html, laravel, react, reactjs",Fullstack Developer
Junior Software Engineer (JAVA),"Participate in all aspects of development and implementation of project deliverables. | Perform testing, troubleshooting, and bug fixing as necessary. | Provide training, mentoring, and knowledge sharing with peers and junior team members. | Follow good development practices and adhere to software development lifecycle methodologies throughout the development process. | Diploma or Degree in Information Technology or equivalent. | Minimum 2 years of working experience in Java (candidates with 5 years or more experience may be considered for a senior position). | Experience with frameworks such as Spring, Hibernate, MVC, or similar. | Experience with JSON RESTful Web Services or other web services. | Knowledge of HTML, JavaScript, jQuery, and related frontend technologies. | Strong understanding of SQL and experience with DBMS such as SQL Server or Oracle DB. | Experience in DevOps practices and tools such as SVN/Git, Jenkins, Sonar, and Maven is preferred. | Familiarity with Agile development methodologies and tools such as Jira. | Good communication skills in English are required. | Knowledge in payment or related system such as Payment Gateway, Reconciliation, Fraud Detection, 3DS authentication, etc | Experience with cloud platforms (AWS, Azure, or GCP). | Exposure to Docker, Kubernetes, or DevOps practices. | Awareness of security, compliance, or audit requirements (e.g. PCI-DSS, data protection).",Indonesia,"agile, aws, azure, docker, gcp, git, html, java, javascript, jenkins, jira, jquery, kubernetes, oracle, sql, sql server, svn",Backend Developer
